,Date,ID,Name,Number Sold,Discount,Price,Event,Weather,Restaurant Type,Restaurant ID,Restaurant Address,Restaurant Annual Sale
271,2024-08-07,P016,Dish 4,658,0.1,41,,Sunny,Bar,R138,Sham Shui Po,161611
272,2024-08-08,P017,Dish 1,585,0.05,15,,Sunny,Bar,R138,Sham Shui Po,161611
273,2024-08-08,P017,Dish 2,465,0.05,48,,Sunny,Bar,R138,Sham Shui Po,161611
274,2024-08-08,P017,Dish 3,661,0.05,49,,Sunny,Bar,R138,Sham Shui Po,161611
275,2024-08-08,P017,Dish 4,529,0.05,17,,Sunny,Bar,R138,Sham Shui Po,161611
276,2024-08-09,P018,Dish 1,662,0.0,17,,Sunny,Bar,R138,Sham Shui Po,161611
277,2024-08-09,P018,Dish 2,524,0.0,23,,Sunny,Bar,R138,Sham Shui Po,161611
278,2024-08-09,P018,Dish 3,458,0.0,22,,Sunny,Bar,R138,Sham Shui Po,161611
279,2024-08-09,P018,Dish 4,651,0.0,11,,Sunny,Bar,R138,Sham Shui Po,161611
280,2024-08-10,P019,Dish 1,1128,0.2,14,,Cloudy,Bar,R138,Sham Shui Po,161611
281,2024-08-10,P019,Dish 2,1213,0.2,16,,Cloudy,Bar,R138,Sham Shui Po,161611
282,2024-08-10,P019,Dish 3,879,0.2,21,,Cloudy,Bar,R138,Sham Shui Po,161611
283,2024-08-10,P019,Dish 4,867,0.2,49,,Cloudy,Bar,R138,Sham Shui Po,161611
284,2024-08-11,P020,Dish 1,970,0.1,45,,Sunny,Bar,R138,Sham Shui Po,161611
285,2024-08-11,P020,Dish 2,924,0.1,13,,Sunny,Bar,R138,Sham Shui Po,161611
286,2024-08-11,P020,Dish 3,1006,0.1,25,,Sunny,Bar,R138,Sham Shui Po,161611
287,2024-08-11,P020,Dish 4,1061,0.1,27,,Sunny,Bar,R138,Sham Shui Po,161611
288,2024-08-12,P021,Dish 1,629,0.1,29,,Sunny,Bar,R138,Sham Shui Po,161611
289,2024-08-12,P021,Dish 2,564,0.1,47,,Sunny,Bar,R138,Sham Shui Po,161611
290,2024-08-12,P021,Dish 3,655,0.1,48,,Sunny,Bar,R138,Sham Shui Po,161611
291,2024-08-12,P021,Dish 4,733,0.1,38,,Sunny,Bar,R138,Sham Shui Po,161611
292,2024-08-13,P022,Dish 1,784,0.25,36,,Cloudy,Bar,R138,Sham Shui Po,161611
293,2024-08-13,P022,Dish 2,664,0.25,33,,Cloudy,Bar,R138,Sham Shui Po,161611
294,2024-08-13,P022,Dish 3,726,0.25,47,,Cloudy,Bar,R138,Sham Shui Po,161611
295,2024-08-13,P022,Dish 4,754,0.25,50,,Cloudy,Bar,R138,Sham Shui Po,161611
296,2024-08-14,P023,Dish 1,631,0.1,29,,Rainy,Bar,R138,Sham Shui Po,161611
297,2024-08-14,P023,Dish 2,566,0.1,48,,Rainy,Bar,R138,Sham Shui Po,161611
298,2024-08-14,P023,Dish 3,487,0.1,37,,Rainy,Bar,R138,Sham Shui Po,161611
299,2024-08-14,P023,Dish 4,700,0.1,14,,Rainy,Bar,R138,Sham Shui Po,161611
300,2024-08-15,P024,Dish 1,696,0.1,33,,Windy,Bar,R138,Sham Shui Po,161611
301,2024-08-15,P024,Dish 2,619,0.1,47,,Windy,Bar,R138,Sham Shui Po,161611
302,2024-08-15,P024,Dish 3,556,0.1,49,,Windy,Bar,R138,Sham Shui Po,161611
303,2024-08-15,P024,Dish 4,742,0.1,38,,Windy,Bar,R138,Sham Shui Po,161611
304,2024-08-16,P025,Dish 1,766,0.1,19,,Sunny,Bar,R138,Sham Shui Po,161611
305,2024-08-16,P025,Dish 2,769,0.1,24,,Sunny,Bar,R138,Sham Shui Po,161611
306,2024-08-16,P025,Dish 3,914,0.1,20,,Sunny,Bar,R138,Sham Shui Po,161611
307,2024-08-16,P025,Dish 4,810,0.1,14,,Sunny,Bar,R138,Sham Shui Po,161611
308,2024-08-17,P026,Dish 1,815,0.05,49,,Windy,Bar,R138,Sham Shui Po,161611
309,2024-08-17,P026,Dish 2,725,0.05,49,,Windy,Bar,R138,Sham Shui Po,161611
310,2024-08-17,P026,Dish 3,665,0.05,48,,Windy,Bar,R138,Sham Shui Po,161611
311,2024-08-17,P026,Dish 4,1002,0.05,23,,Windy,Bar,R138,Sham Shui Po,161611
312,2024-08-18,P027,Dish 1,514,0.0,29,,Windy,Bar,R138,Sham Shui Po,161611
313,2024-08-18,P027,Dish 2,670,0.0,22,,Windy,Bar,R138,Sham Shui Po,161611
314,2024-08-18,P027,Dish 3,568,0.0,34,,Windy,Bar,R138,Sham Shui Po,161611
315,2024-08-18,P027,Dish 4,758,0.0,15,,Windy,Bar,R138,Sham Shui Po,161611
316,2024-08-19,P028,Dish 1,362,0.05,34,,Sunny,Bar,R138,Sham Shui Po,161611
317,2024-08-19,P028,Dish 2,470,0.05,35,,Sunny,Bar,R138,Sham Shui Po,161611
318,2024-08-19,P028,Dish 3,517,0.05,10,,Sunny,Bar,R138,Sham Shui Po,161611
319,2024-08-19,P028,Dish 4,672,0.05,10,,Sunny,Bar,R138,Sham Shui Po,161611
320,2024-08-20,P029,Dish 1,956,0.25,15,,Rainy,Bar,R138,Sham Shui Po,161611
321,2024-08-20,P029,Dish 2,686,0.25,28,,Rainy,Bar,R138,Sham Shui Po,161611
322,2024-08-20,P029,Dish 3,703,0.25,19,,Rainy,Bar,R138,Sham Shui Po,161611
323,2024-08-20,P029,Dish 4,596,0.25,24,,Rainy,Bar,R138,Sham Shui Po,161611
324,2024-08-21,P030,Dish 1,598,0.25,49,,Rainy,Bar,R138,Sham Shui Po,161611
325,2024-08-21,P030,Dish 2,785,0.25,18,,Rainy,Bar,R138,Sham Shui Po,161611
326,2024-08-21,P030,Dish 3,745,0.25,29,,Rainy,Bar,R138,Sham Shui Po,161611
327,2024-08-21,P030,Dish 4,493,0.25,35,,Rainy,Bar,R138,Sham Shui Po,161611
328,2024-08-22,P031,Dish 1,614,0.1,36,,Sunny,Bar,R138,Sham Shui Po,161611
329,2024-08-22,P031,Dish 2,558,0.1,11,,Sunny,Bar,R138,Sham Shui Po,161611
330,2024-08-22,P031,Dish 3,622,0.1,47,,Sunny,Bar,R138,Sham Shui Po,161611
331,2024-08-22,P031,Dish 4,697,0.1,23,,Sunny,Bar,R138,Sham Shui Po,161611
332,2024-08-23,P032,Dish 1,618,0.1,41,,Rainy,Bar,R138,Sham Shui Po,161611
333,2024-08-23,P032,Dish 2,738,0.1,40,,Rainy,Bar,R138,Sham Shui Po,161611
334,2024-08-23,P032,Dish 3,453,0.1,42,,Rainy,Bar,R138,Sham Shui Po,161611
335,2024-08-23,P032,Dish 4,639,0.1,45,,Rainy,Bar,R138,Sham Shui Po,161611
336,2024-08-24,P033,Dish 1,910,0.25,42,,Sunny,Bar,R138,Sham Shui Po,161611
337,2024-08-24,P033,Dish 2,1437,0.25,16,,Sunny,Bar,R138,Sham Shui Po,161611
338,2024-08-24,P033,Dish 3,1112,0.25,32,,Sunny,Bar,R138,Sham Shui Po,161611
339,2024-08-24,P033,Dish 4,1060,0.25,34,,Sunny,Bar,R138,Sham Shui Po,161611
340,2024-08-25,P034,Dish 1,646,0.1,36,,Sunny,Bar,R138,Sham Shui Po,161611
341,2024-08-25,P034,Dish 2,736,0.1,26,,Sunny,Bar,R138,Sham Shui Po,161611
342,2024-08-25,P034,Dish 3,569,0.1,30,,Sunny,Bar,R138,Sham Shui Po,161611
343,2024-08-25,P034,Dish 4,588,0.1,45,,Sunny,Bar,R138,Sham Shui Po,161611
344,2024-08-26,P035,Dish 1,761,0.05,41,,Sunny,Bar,R138,Sham Shui Po,161611
345,2024-08-26,P035,Dish 2,740,0.05,23,,Sunny,Bar,R138,Sham Shui Po,161611
346,2024-08-26,P035,Dish 3,650,0.05,25,,Sunny,Bar,R138,Sham Shui Po,161611
347,2024-08-26,P035,Dish 4,846,0.05,21,,Sunny,Bar,R138,Sham Shui Po,161611
348,2024-08-27,P036,Dish 1,488,0.1,32,,Rainy,Bar,R138,Sham Shui Po,161611
349,2024-08-27,P036,Dish 2,464,0.1,38,,Rainy,Bar,R138,Sham Shui Po,161611
350,2024-08-27,P036,Dish 3,539,0.1,47,,Rainy,Bar,R138,Sham Shui Po,161611
351,2024-08-27,P036,Dish 4,836,0.1,10,,Rainy,Bar,R138,Sham Shui Po,161611
352,2024-08-28,P037,Dish 1,540,0.05,24,,Rainy,Bar,R138,Sham Shui Po,161611
353,2024-08-28,P037,Dish 2,547,0.05,27,,Rainy,Bar,R138,Sham Shui Po,161611
354,2024-08-28,P037,Dish 3,628,0.05,16,,Rainy,Bar,R138,Sham Shui Po,161611
355,2024-08-28,P037,Dish 4,398,0.05,40,,Rainy,Bar,R138,Sham Shui Po,161611
356,2024-08-29,P038,Dish 1,694,0.2,44,,Rainy,Bar,R138,Sham Shui Po,161611
357,2024-08-29,P038,Dish 2,873,0.2,17,,Rainy,Bar,R138,Sham Shui Po,161611
358,2024-08-29,P038,Dish 3,889,0.2,10,,Rainy,Bar,R138,Sham Shui Po,161611
359,2024-08-29,P038,Dish 4,654,0.2,35,,Rainy,Bar,R138,Sham Shui Po,161611
360,2024-08-30,P039,Dish 1,914,0.2,29,,Sunny,Bar,R138,Sham Shui Po,161611
361,2024-08-30,P039,Dish 2,724,0.2,50,,Sunny,Bar,R138,Sham Shui Po,161611
362,2024-08-30,P039,Dish 3,910,0.2,16,,Sunny,Bar,R138,Sham Shui Po,161611
363,2024-08-30,P039,Dish 4,564,0.2,48,,Sunny,Bar,R138,Sham Shui Po,161611
364,2024-08-31,P040,Dish 1,1194,0.25,14,,Sunny,Bar,R138,Sham Shui Po,161611
365,2024-08-31,P040,Dish 2,1010,0.25,14,,Sunny,Bar,R138,Sham Shui Po,161611
366,2024-08-31,P040,Dish 3,1147,0.25,12,,Sunny,Bar,R138,Sham Shui Po,161611
367,2024-08-31,P040,Dish 4,1111,0.25,10,,Sunny,Bar,R138,Sham Shui Po,161611
368,2024-09-01,P011,Dish 1,982,0.25,18,,Sunny,Bar,R138,Sham Shui Po,161611
369,2024-09-01,P011,Dish 2,822,0.25,47,,Sunny,Bar,R138,Sham Shui Po,161611
370,2024-09-01,P011,Dish 3,902,0.25,12,,Sunny,Bar,R138,Sham Shui Po,161611
371,2024-09-01,P011,Dish 4,832,0.25,40,,Sunny,Bar,R138,Sham Shui Po,161611
372,2024-09-02,P012,Dish 1,469,0.05,27,,Sunny,Bar,R138,Sham Shui Po,161611
373,2024-09-02,P012,Dish 2,574,0.05,15,,Sunny,Bar,R138,Sham Shui Po,161611
374,2024-09-02,P012,Dish 3,426,0.05,50,,Sunny,Bar,R138,Sham Shui Po,161611
375,2024-09-02,P012,Dish 4,672,0.05,28,,Sunny,Bar,R138,Sham Shui Po,161611
376,2024-09-03,P013,Dish 1,487,0.0,19,,Windy,Bar,R138,Sham Shui Po,161611
377,2024-09-03,P013,Dish 2,477,0.0,28,,Windy,Bar,R138,Sham Shui Po,161611
378,2024-09-03,P013,Dish 3,341,0.0,49,,Windy,Bar,R138,Sham Shui Po,161611
379,2024-09-03,P013,Dish 4,477,0.0,35,,Windy,Bar,R138,Sham Shui Po,161611
380,2024-09-04,P014,Dish 1,756,0.05,35,,Sunny,Bar,R138,Sham Shui Po,161611
381,2024-09-04,P014,Dish 2,553,0.05,30,,Sunny,Bar,R138,Sham Shui Po,161611
382,2024-09-04,P014,Dish 3,553,0.05,42,,Sunny,Bar,R138,Sham Shui Po,161611
383,2024-09-04,P014,Dish 4,570,0.05,18,,Sunny,Bar,R138,Sham Shui Po,161611
384,2024-09-05,P015,Dish 1,668,0.1,37,,Sunny,Bar,R138,Sham Shui Po,161611
385,2024-09-05,P015,Dish 2,716,0.1,30,,Sunny,Bar,R138,Sham Shui Po,161611
386,2024-09-05,P015,Dish 3,721,0.1,27,,Sunny,Bar,R138,Sham Shui Po,161611
387,2024-09-05,P015,Dish 4,806,0.1,35,,Sunny,Bar,R138,Sham Shui Po,161611
388,2024-09-06,P016,Dish 1,721,0.05,10,,Rainy,Bar,R138,Sham Shui Po,161611
389,2024-09-06,P016,Dish 2,734,0.05,15,,Rainy,Bar,R138,Sham Shui Po,161611
390,2024-09-06,P016,Dish 3,418,0.05,28,,Rainy,Bar,R138,Sham Shui Po,161611
391,2024-09-06,P016,Dish 4,629,0.05,25,,Rainy,Bar,R138,Sham Shui Po,161611
392,2024-09-07,P017,Dish 1,852,0.2,33,,Rainy,Bar,R138,Sham Shui Po,161611
393,2024-09-07,P017,Dish 2,544,0.2,37,,Rainy,Bar,R138,Sham Shui Po,161611
394,2024-09-07,P017,Dish 3,975,0.2,38,,Rainy,Bar,R138,Sham Shui Po,161611
395,2024-09-07,P017,Dish 4,847,0.2,24,,Rainy,Bar,R138,Sham Shui Po,161611
396,2024-09-08,P018,Dish 1,440,0.1,41,,Rainy,Bar,R138,Sham Shui Po,161611
397,2024-09-08,P018,Dish 2,617,0.1,40,,Rainy,Bar,R138,Sham Shui Po,161611
398,2024-09-08,P018,Dish 3,568,0.1,11,,Rainy,Bar,R138,Sham Shui Po,161611
399,2024-09-08,P018,Dish 4,665,0.1,18,,Rainy,Bar,R138,Sham Shui Po,161611
400,2024-09-09,P019,Dish 1,524,0.0,14,,Sunny,Bar,R138,Sham Shui Po,161611
401,2024-09-09,P019,Dish 2,464,0.0,33,,Sunny,Bar,R138,Sham Shui Po,161611
402,2024-09-09,P019,Dish 3,492,0.0,23,,Sunny,Bar,R138,Sham Shui Po,161611
403,2024-09-09,P019,Dish 4,413,0.0,32,,Sunny,Bar,R138,Sham Shui Po,161611
404,2024-09-10,P020,Dish 1,457,0.0,18,,Sunny,Bar,R138,Sham Shui Po,161611
405,2024-09-10,P020,Dish 2,650,0.0,34,,Sunny,Bar,R138,Sham Shui Po,161611
406,2024-09-10,P020,Dish 3,333,0.0,49,,Sunny,Bar,R138,Sham Shui Po,161611
407,2024-09-10,P020,Dish 4,712,0.0,27,,Sunny,Bar,R138,Sham Shui Po,161611
408,2024-09-11,P021,Dish 1,542,0.1,31,,Rainy,Bar,R138,Sham Shui Po,161611
409,2024-09-11,P021,Dish 2,641,0.1,27,,Rainy,Bar,R138,Sham Shui Po,161611
410,2024-09-11,P021,Dish 3,573,0.1,11,,Rainy,Bar,R138,Sham Shui Po,161611
411,2024-09-11,P021,Dish 4,530,0.1,34,,Rainy,Bar,R138,Sham Shui Po,161611
412,2024-09-12,P022,Dish 1,420,0.0,29,,Rainy,Bar,R138,Sham Shui Po,161611
413,2024-09-12,P022,Dish 2,386,0.0,43,,Rainy,Bar,R138,Sham Shui Po,161611
414,2024-09-12,P022,Dish 3,653,0.0,18,,Rainy,Bar,R138,Sham Shui Po,161611
415,2024-09-12,P022,Dish 4,591,0.0,39,,Rainy,Bar,R138,Sham Shui Po,161611
416,2024-09-13,P023,Dish 1,452,0.05,43,,Sunny,Bar,R138,Sham Shui Po,161611
417,2024-09-13,P023,Dish 2,650,0.05,41,,Sunny,Bar,R138,Sham Shui Po,161611
418,2024-09-13,P023,Dish 3,682,0.05,24,,Sunny,Bar,R138,Sham Shui Po,161611
419,2024-09-13,P023,Dish 4,714,0.05,16,,Sunny,Bar,R138,Sham Shui Po,161611
420,2024-09-14,P024,Dish 1,942,0.25,28,,Sunny,Bar,R138,Sham Shui Po,161611
421,2024-09-14,P024,Dish 2,1035,0.25,34,,Sunny,Bar,R138,Sham Shui Po,161611
422,2024-09-14,P024,Dish 3,1034,0.25,35,,Sunny,Bar,R138,Sham Shui Po,161611
423,2024-09-14,P024,Dish 4,906,0.25,35,,Sunny,Bar,R138,Sham Shui Po,161611
424,2024-09-15,P025,Dish 1,579,0.05,36,,Sunny,Bar,R138,Sham Shui Po,161611
425,2024-09-15,P025,Dish 2,742,0.05,45,,Sunny,Bar,R138,Sham Shui Po,161611
426,2024-09-15,P025,Dish 3,740,0.05,50,,Sunny,Bar,R138,Sham Shui Po,161611
427,2024-09-15,P025,Dish 4,796,0.05,26,,Sunny,Bar,R138,Sham Shui Po,161611
428,2024-09-16,P026,Dish 1,790,0.25,14,,Sunny,Bar,R138,Sham Shui Po,161611
429,2024-09-16,P026,Dish 2,628,0.25,47,,Sunny,Bar,R138,Sham Shui Po,161611
430,2024-09-16,P026,Dish 3,788,0.25,40,,Sunny,Bar,R138,Sham Shui Po,161611
431,2024-09-16,P026,Dish 4,713,0.25,10,,Sunny,Bar,R138,Sham Shui Po,161611
432,2024-09-17,P027,Dish 1,710,0.1,48,Mid-Autumn Festival,Rainy,Bar,R138,Sham Shui Po,161611
433,2024-09-17,P027,Dish 2,738,0.1,39,Mid-Autumn Festival,Rainy,Bar,R138,Sham Shui Po,161611
434,2024-09-17,P027,Dish 3,831,0.1,31,Mid-Autumn Festival,Rainy,Bar,R138,Sham Shui Po,161611
435,2024-09-17,P027,Dish 4,824,0.1,44,Mid-Autumn Festival,Rainy,Bar,R138,Sham Shui Po,161611
436,2024-09-18,P028,Dish 1,1294,0.25,10,,Sunny,Bar,R138,Sham Shui Po,161611
437,2024-09-18,P028,Dish 2,981,0.25,49,,Sunny,Bar,R138,Sham Shui Po,161611
438,2024-09-18,P028,Dish 3,660,0.25,45,,Sunny,Bar,R138,Sham Shui Po,161611
439,2024-09-18,P028,Dish 4,869,0.25,30,,Sunny,Bar,R138,Sham Shui Po,161611
440,2024-09-19,P029,Dish 1,571,0.25,43,,Rainy,Bar,R138,Sham Shui Po,161611
441,2024-09-19,P029,Dish 2,777,0.25,48,,Rainy,Bar,R138,Sham Shui Po,161611
442,2024-09-19,P029,Dish 3,760,0.25,28,,Rainy,Bar,R138,Sham Shui Po,161611
443,2024-09-19,P029,Dish 4,963,0.25,23,,Rainy,Bar,R138,Sham Shui Po,161611
444,2024-09-20,P030,Dish 1,710,0.1,37,,Sunny,Bar,R138,Sham Shui Po,161611
445,2024-09-20,P030,Dish 2,391,0.1,48,,Sunny,Bar,R138,Sham Shui Po,161611
446,2024-09-20,P030,Dish 3,422,0.1,39,,Sunny,Bar,R138,Sham Shui Po,161611
447,2024-09-20,P030,Dish 4,558,0.1,30,,Sunny,Bar,R138,Sham Shui Po,161611
448,2024-09-21,P031,Dish 1,572,0.0,45,,Sunny,Bar,R138,Sham Shui Po,161611
449,2024-09-21,P031,Dish 2,762,0.0,23,,Sunny,Bar,R138,Sham Shui Po,161611
450,2024-09-21,P031,Dish 3,606,0.0,49,,Sunny,Bar,R138,Sham Shui Po,161611
451,2024-09-21,P031,Dish 4,668,0.0,35,,Sunny,Bar,R138,Sham Shui Po,161611
452,2024-09-22,P032,Dish 1,742,0.0,26,,Cloudy,Bar,R138,Sham Shui Po,161611
453,2024-09-22,P032,Dish 2,664,0.0,48,,Cloudy,Bar,R138,Sham Shui Po,161611
454,2024-09-22,P032,Dish 3,781,0.0,34,,Cloudy,Bar,R138,Sham Shui Po,161611
455,2024-09-22,P032,Dish 4,1075,0.0,13,,Cloudy,Bar,R138,Sham Shui Po,161611
456,2024-09-23,P033,Dish 1,569,0.2,26,,Windy,Bar,R138,Sham Shui Po,161611
457,2024-09-23,P033,Dish 2,733,0.2,24,,Windy,Bar,R138,Sham Shui Po,161611
458,2024-09-23,P033,Dish 3,561,0.2,46,,Windy,Bar,R138,Sham Shui Po,161611
459,2024-09-23,P033,Dish 4,729,0.2,27,,Windy,Bar,R138,Sham Shui Po,161611
460,2024-09-24,P034,Dish 1,816,0.2,45,,Sunny,Bar,R138,Sham Shui Po,161611
461,2024-09-24,P034,Dish 2,846,0.2,36,,Sunny,Bar,R138,Sham Shui Po,161611
462,2024-09-24,P034,Dish 3,740,0.2,45,,Sunny,Bar,R138,Sham Shui Po,161611
463,2024-09-24,P034,Dish 4,759,0.2,38,,Sunny,Bar,R138,Sham Shui Po,161611
464,2024-09-25,P035,Dish 1,439,0.1,19,,Sunny,Bar,R138,Sham Shui Po,161611
465,2024-09-25,P035,Dish 2,539,0.1,40,,Sunny,Bar,R138,Sham Shui Po,161611
466,2024-09-25,P035,Dish 3,533,0.1,38,,Sunny,Bar,R138,Sham Shui Po,161611
467,2024-09-25,P035,Dish 4,720,0.1,20,,Sunny,Bar,R138,Sham Shui Po,161611
468,2024-09-26,P036,Dish 1,493,0.05,41,,Rainy,Bar,R138,Sham Shui Po,161611
469,2024-09-26,P036,Dish 2,544,0.05,43,,Rainy,Bar,R138,Sham Shui Po,161611
470,2024-09-26,P036,Dish 3,499,0.05,23,,Rainy,Bar,R138,Sham Shui Po,161611
471,2024-09-26,P036,Dish 4,546,0.05,48,,Rainy,Bar,R138,Sham Shui Po,161611
472,2024-09-27,P037,Dish 1,644,0.2,40,,Cloudy,Bar,R138,Sham Shui Po,161611
473,2024-09-27,P037,Dish 2,978,0.2,15,,Cloudy,Bar,R138,Sham Shui Po,161611
474,2024-09-27,P037,Dish 3,840,0.2,18,,Cloudy,Bar,R138,Sham Shui Po,161611
475,2024-09-27,P037,Dish 4,746,0.2,20,,Cloudy,Bar,R138,Sham Shui Po,161611
476,2024-09-28,P038,Dish 1,591,0.2,37,,Rainy,Bar,R138,Sham Shui Po,161611
477,2024-09-28,P038,Dish 2,998,0.2,14,,Rainy,Bar,R138,Sham Shui Po,161611
478,2024-09-28,P038,Dish 3,631,0.2,40,,Rainy,Bar,R138,Sham Shui Po,161611
479,2024-09-28,P038,Dish 4,850,0.2,20,,Rainy,Bar,R138,Sham Shui Po,161611
480,2024-09-29,P039,Dish 1,983,0.2,36,,Sunny,Bar,R138,Sham Shui Po,161611
481,2024-09-29,P039,Dish 2,1008,0.2,49,,Sunny,Bar,R138,Sham Shui Po,161611
482,2024-09-29,P039,Dish 3,1229,0.2,15,,Sunny,Bar,R138,Sham Shui Po,161611
483,2024-09-29,P039,Dish 4,1445,0.2,11,,Sunny,Bar,R138,Sham Shui Po,161611
484,2024-09-30,P040,Dish 1,668,0.1,35,,Rainy,Bar,R138,Sham Shui Po,161611
485,2024-09-30,P040,Dish 2,628,0.1,39,,Rainy,Bar,R138,Sham Shui Po,161611
486,2024-09-30,P040,Dish 3,538,0.1,45,,Rainy,Bar,R138,Sham Shui Po,161611
487,2024-09-30,P040,Dish 4,719,0.1,14,,Rainy,Bar,R138,Sham Shui Po,161611
488,2024-10-01,P012,Dish 1,742,0.05,45,Golden Week,Cloudy,Bar,R138,Sham Shui Po,161611
489,2024-10-01,P012,Dish 2,1027,0.05,10,Golden Week,Cloudy,Bar,R138,Sham Shui Po,161611
490,2024-10-01,P012,Dish 3,1021,0.05,18,Golden Week,Cloudy,Bar,R138,Sham Shui Po,161611
491,2024-10-01,P012,Dish 4,778,0.05,32,Golden Week,Cloudy,Bar,R138,Sham Shui Po,161611
492,2024-10-02,P013,Dish 1,497,0.2,46,,Cloudy,Bar,R138,Sham Shui Po,161611
493,2024-10-02,P013,Dish 2,871,0.2,18,,Cloudy,Bar,R138,Sham Shui Po,161611
494,2024-10-02,P013,Dish 3,627,0.2,39,,Cloudy,Bar,R138,Sham Shui Po,161611
495,2024-10-02,P013,Dish 4,736,0.2,39,,Cloudy,Bar,R138,Sham Shui Po,161611
496,2024-10-03,P014,Dish 1,681,0.2,16,,Sunny,Bar,R138,Sham Shui Po,161611
497,2024-10-03,P014,Dish 2,610,0.2,37,,Sunny,Bar,R138,Sham Shui Po,161611
498,2024-10-03,P014,Dish 3,668,0.2,19,,Sunny,Bar,R138,Sham Shui Po,161611
499,2024-10-03,P014,Dish 4,778,0.2,10,,Sunny,Bar,R138,Sham Shui Po,161611
500,2024-10-04,P015,Dish 1,508,0.05,20,,Sunny,Bar,R138,Sham Shui Po,161611
501,2024-10-04,P015,Dish 2,452,0.05,27,,Sunny,Bar,R138,Sham Shui Po,161611
502,2024-10-04,P015,Dish 3,545,0.05,11,,Sunny,Bar,R138,Sham Shui Po,161611
503,2024-10-04,P015,Dish 4,506,0.05,16,,Sunny,Bar,R138,Sham Shui Po,161611
504,2024-10-05,P016,Dish 1,692,0.1,47,,Sunny,Bar,R138,Sham Shui Po,161611
505,2024-10-05,P016,Dish 2,803,0.1,30,,Sunny,Bar,R138,Sham Shui Po,161611
506,2024-10-05,P016,Dish 3,762,0.1,37,,Sunny,Bar,R138,Sham Shui Po,161611
507,2024-10-05,P016,Dish 4,659,0.1,25,,Sunny,Bar,R138,Sham Shui Po,161611
508,2024-10-06,P017,Dish 1,895,0.2,42,,Windy,Bar,R138,Sham Shui Po,161611
509,2024-10-06,P017,Dish 2,863,0.2,22,,Windy,Bar,R138,Sham Shui Po,161611
510,2024-10-06,P017,Dish 3,1154,0.2,13,,Windy,Bar,R138,Sham Shui Po,161611
511,2024-10-06,P017,Dish 4,859,0.2,41,,Windy,Bar,R138,Sham Shui Po,161611
512,2024-10-07,P018,Dish 1,839,0.25,13,,Cloudy,Bar,R138,Sham Shui Po,161611
513,2024-10-07,P018,Dish 2,848,0.25,37,,Cloudy,Bar,R138,Sham Shui Po,161611
514,2024-10-07,P018,Dish 3,976,0.25,24,,Cloudy,Bar,R138,Sham Shui Po,161611
515,2024-10-07,P018,Dish 4,1007,0.25,24,,Cloudy,Bar,R138,Sham Shui Po,161611
516,2024-10-08,P019,Dish 1,728,0.2,37,,Sunny,Bar,R138,Sham Shui Po,161611
517,2024-10-08,P019,Dish 2,900,0.2,18,,Sunny,Bar,R138,Sham Shui Po,161611
518,2024-10-08,P019,Dish 3,744,0.2,26,,Sunny,Bar,R138,Sham Shui Po,161611
519,2024-10-08,P019,Dish 4,912,0.2,12,,Sunny,Bar,R138,Sham Shui Po,161611
520,2024-10-09,P020,Dish 1,865,0.2,48,,Sunny,Bar,R138,Sham Shui Po,161611
521,2024-10-09,P020,Dish 2,851,0.2,16,,Sunny,Bar,R138,Sham Shui Po,161611
522,2024-10-09,P020,Dish 3,707,0.2,18,,Sunny,Bar,R138,Sham Shui Po,161611
523,2024-10-09,P020,Dish 4,640,0.2,49,,Sunny,Bar,R138,Sham Shui Po,161611
524,2024-10-10,P021,Dish 1,496,0.0,25,,Sunny,Bar,R138,Sham Shui Po,161611
525,2024-10-10,P021,Dish 2,516,0.0,45,,Sunny,Bar,R138,Sham Shui Po,161611
526,2024-10-10,P021,Dish 3,763,0.0,24,,Sunny,Bar,R138,Sham Shui Po,161611
527,2024-10-10,P021,Dish 4,547,0.0,41,,Sunny,Bar,R138,Sham Shui Po,161611
528,2024-10-11,P022,Dish 1,1047,0.25,42,Double Ninth Festival,Sunny,Bar,R138,Sham Shui Po,161611
529,2024-10-11,P022,Dish 2,809,0.25,32,Double Ninth Festival,Sunny,Bar,R138,Sham Shui Po,161611
530,2024-10-11,P022,Dish 3,966,0.25,14,Double Ninth Festival,Sunny,Bar,R138,Sham Shui Po,161611
531,2024-10-11,P022,Dish 4,1528,0.25,11,Double Ninth Festival,Sunny,Bar,R138,Sham Shui Po,161611
532,2024-10-12,P023,Dish 1,904,0.05,28,,Sunny,Bar,R138,Sham Shui Po,161611
533,2024-10-12,P023,Dish 2,679,0.05,43,,Sunny,Bar,R138,Sham Shui Po,161611
534,2024-10-12,P023,Dish 3,776,0.05,28,,Sunny,Bar,R138,Sham Shui Po,161611
535,2024-10-12,P023,Dish 4,901,0.05,20,,Sunny,Bar,R138,Sham Shui Po,161611
536,2024-10-13,P024,Dish 1,846,0.0,10,,Sunny,Bar,R138,Sham Shui Po,161611
537,2024-10-13,P024,Dish 2,705,0.0,24,,Sunny,Bar,R138,Sham Shui Po,161611
538,2024-10-13,P024,Dish 3,770,0.0,24,,Sunny,Bar,R138,Sham Shui Po,161611
539,2024-10-13,P024,Dish 4,599,0.0,31,,Sunny,Bar,R138,Sham Shui Po,161611
540,2024-10-14,P025,Dish 1,819,0.25,27,,Sunny,Bar,R138,Sham Shui Po,161611
